# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 26 09:18:59 2022
#
# User preference: *
#
# CONSTRAINT:  where (discoverymethod like '%transit%'
# CONSTRAINT:  and disc_facility like '%k2%'
# CONSTRAINT:  and soltype like '%confirmed%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,pl_letter,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-108 b,K2-108,b,Gaia DR2 655794055300531456,0,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,4.73379000,0.00015300,-0.00015000,0,,,,,7.564,1.457,-1.211,0,0.675,0.130,-0.108,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5414.00,53.00,-53.00,0,2.31,0.38,-0.35,0,1.29,0.11,-0.11,0,0.480,0.080,-0.080,0,[Fe/H],3.75,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m31.64s,123.3818484,+16d25m10.26s,16.4195160,477.2950000,10.0940000,-9.6920000,12.3390000,0.0920000,-0.0920000,10.5610000,0.0170000,-0.0170000,12.1704000,0.0002010,-0.0002010,2018-10-24,2018-03,2018-02-15
K2-108 b,K2-108,b,Gaia DR2 655794055300531456,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,4.73399900,0.00022100,-0.00022700,0,0.058100,0.000900,-0.000900,0,5.330,0.210,-0.210,0,0.476,0.019,-0.019,0,,,,,,,,,,,,,,,,,,1360,29,-29,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5599.00,87.00,-87.00,0,1.76,0.04,-0.04,0,1.17,0.06,-0.06,0,0.360,0.050,-0.050,0,[Fe/H],4.02,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m31.64s,123.3818484,+16d25m10.26s,16.4195160,477.2950000,10.0940000,-9.6920000,12.3390000,0.0920000,-0.0920000,10.5610000,0.0170000,-0.0170000,12.1704000,0.0002010,-0.0002010,2018-10-24,2018-12,2018-10-26
K2-108 b,K2-108,b,Gaia DR2 655794055300531456,0,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,4.73401000,0.00024000,-0.00024000,0,0.057300,0.001000,-0.001000,0,5.280,0.540,-0.540,0,0.471,0.048,-0.048,0,59.40000,4.40000,-4.40000,0,0.18689,0.01384,-0.01384,0,Mass,0.180000,0.042000,-0.042000,0,762.00,100.00,-100.00,0,1446,48,-48,0,0,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,,5474.00,60.00,-60.00,0,1.75,0.14,-0.14,0,1.12,0.07,-0.05,0,0.330,0.040,-0.040,0,[Fe/H],3.99,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m31.64s,123.3818484,+16d25m10.26s,16.4195160,477.2950000,10.0940000,-9.6920000,12.3390000,0.0920000,-0.0920000,10.5610000,0.0170000,-0.0170000,12.1704000,0.0002010,-0.0002010,2018-10-24,2017-04,2017-02-09
K2-11 b,K2-11,b,Gaia DR2 3810535361999701376,0,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,39.84780000,0.00700000,-0.00700000,0,0.219600,0.001600,-0.001600,0,2.420,0.290,-0.290,0,0.216,0.026,-0.026,0,,,,,,,,,,,,,,9.84,0.73,-0.73,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5264.00,71.00,-71.00,0,0.83,0.02,-0.02,0,0.89,0.02,-0.02,0,,,,,,4.56,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h16m10.04s,169.0418328,+01d59m12.06s,1.9866832,329.3090000,2.6820000,-2.6410000,13.4090000,0.1030000,-0.1030000,11.3470000,0.0220000,-0.0220000,13.1501000,0.0002790,-0.0002790,2016-07-14,2016-09,2016-07-18
K2-11 b,K2-11,b,Gaia DR2 3810535361999701376,1,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,39.93767000,0.23229000,-0.23229000,0,0.225700,0.014300,-0.014300,0,7.550,9.330,-9.330,0,0.674,0.832,-0.832,0,,,,,,,,,,,,,,,,,,734,253,-253,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,5433.00,49.00,-144.00,0,5.15,0.20,-4.39,0,1.35,0.04,-0.56,0,-0.120,0.010,-0.170,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h16m10.04s,169.0418328,+01d59m12.06s,1.9866832,329.3090000,2.6820000,-2.6410000,13.4090000,0.1030000,-0.1030000,11.3470000,0.0220000,-0.0220000,13.1501000,0.0002790,-0.0002790,2015-07-13,2015-08,2015-07-16
K2-110 b,K2-110,b,Gaia DR2 3613175223837135616,0,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=OSBORN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A..19O/abstract target=ref>Osborn et al. 2017</a>,13.86375000,0.00026000,-0.00026000,0,0.102100,0.000800,-0.000800,0,2.592,0.098,-0.098,0,0.231,0.009,-0.009,0,16.70000,3.20000,-3.20000,0,0.05254,0.01007,-0.01007,0,Mass,0.079000,0.070000,-0.070000,0,,,,,640,20,-20,0,0,<a refstr=OSBORN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A..19O/abstract target=ref>Osborn et al. 2017</a>,K3 V,5010.00,50.00,-50.00,0,0.71,0.02,-0.02,0,0.74,0.02,-0.02,0,-0.340,0.030,-0.030,0,[Fe/H],4.60,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h49m23.94s,207.3497402,-12d17m05.71s,-12.2849182,116.4740000,0.4310000,-0.4270000,11.9850000,0.0460000,-0.0460000,9.6070000,0.0240000,-0.0240000,11.6627000,0.0002400,-0.0002400,2018-10-24,2017-07,2017-05-18
K2-110 b,K2-110,b,Gaia DR2 3613175223837135616,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,13.86387000,0.00032500,-0.00032900,0,0.102700,0.001100,-0.001100,0,2.560,0.070,-0.070,0,0.228,0.006,-0.006,0,,,,,,,,,,,,,,,,,,575,8,-8,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,4950.00,58.00,-58.00,0,0.71,0.01,-0.01,0,0.75,0.02,-0.02,0,-0.210,0.050,-0.050,0,[Fe/H],4.61,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h49m23.94s,207.3497402,-12d17m05.71s,-12.2849182,116.4740000,0.4310000,-0.4270000,11.9850000,0.0460000,-0.0460000,9.6070000,0.0240000,-0.0240000,11.6627000,0.0002400,-0.0002400,2018-10-24,2018-12,2018-10-26
K2-110 b,K2-110,b,Gaia DR2 3613175223837135616,0,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,13.86391000,0.00022400,-0.00022900,0,,,,,2.524,0.160,-0.102,0,0.225,0.014,-0.009,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,4877.00,50.00,-50.00,0,0.69,0.02,-0.02,0,0.72,0.03,-0.02,0,-0.300,0.080,-0.080,0,[Fe/H],4.51,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h49m23.94s,207.3497402,-12d17m05.71s,-12.2849182,116.4740000,0.4310000,-0.4270000,11.9850000,0.0460000,-0.0460000,9.6070000,0.0240000,-0.0240000,11.6627000,0.0002400,-0.0002400,2018-10-24,2018-03,2018-02-15
K2-111 b,K2-111,b,Gaia DR2 53006669599267328,1,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=MORTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5004M/abstract target=ref>Mortier et al. 2020</a>,5.35180000,0.00040000,-0.00040000,0,0.057000,0.001200,-0.001200,0,1.820,0.110,-0.090,0,0.162,0.010,-0.008,0,5.29000,0.76000,-0.77000,0,0.01664,0.00239,-0.00242,0,Mass,0.130000,0.130000,-0.090000,0,,,,,,,,,0,<a refstr=MORTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5004M/abstract target=ref>Mortier et al. 2020</a>,G2,5775.00,60.00,-60.00,0,1.25,0.02,-0.02,0,0.84,0.02,-0.02,0,-0.460,0.050,-0.050,0,[Fe/H],4.25,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m33.67s,59.8903081,+21d17m54.69s,21.2985263,200.3940000,2.7630000,-2.6900000,11.1300000,0.0340000,-0.0340000,9.3770000,0.0210000,-0.0210000,10.9294000,0.0006210,-0.0006210,2020-12-10,2020-10,2020-12-17
K2-111 b,K2-111,b,Gaia DR2 53006669599267328,0,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,5.35140300,0.00059800,-0.00061200,0,,,,,1.223,0.196,-0.124,0,0.109,0.017,-0.011,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5741.00,50.00,-50.00,0,0.92,0.11,-0.08,0,0.88,0.04,-0.04,0,-0.360,0.080,-0.080,0,[Fe/H],4.36,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m33.67s,59.8903081,+21d17m54.69s,21.2985263,200.3940000,2.7630000,-2.6900000,11.1300000,0.0340000,-0.0340000,9.3770000,0.0210000,-0.0210000,10.9294000,0.0006210,-0.0006210,2020-12-10,2018-03,2018-02-15
K2-111 b,K2-111,b,Gaia DR2 53006669599267328,0,1,2,Transit,2017,K2,Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A..16F/abstract target=ref>Fridlund et al. 2017</a>,5.35117000,0.00055000,-0.00055000,0,0.062100,0.009200,-0.008500,0,1.900,0.200,-0.200,0,0.170,0.018,-0.018,0,8.60000,3.90000,-3.90000,0,0.02706,0.01227,-0.01227,0,Mass,0.000000,,,0,,,,,1309,71,-63,0,0,<a refstr=FRIDLUND_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A..16F/abstract target=ref>Fridlund et al. 2017</a>,,5730.00,50.00,-50.00,0,1.23,0.10,-0.10,0,0.88,0.02,-0.02,0,-0.530,0.050,-0.050,0,[Fe/H],4.15,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h59m33.67s,59.8903081,+21d17m54.69s,21.2985263,200.3940000,2.7630000,-2.6900000,11.1300000,0.0340000,-0.0340000,9.3770000,0.0210000,-0.0210000,10.9294000,0.0006210,-0.0006210,2020-12-10,2017-07,2017-05-10
K2-113 b,K2-113,b,Gaia DR2 2564787622577189760,0,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.471.4374E/abstract target=ref>Espinoza et al. 2017</a>,5.81760800,0.00003100,-0.00002900,0,0.055800,0.005900,-0.004900,0,10.424,1.121,-0.785,0,0.930,0.100,-0.070,0,410.00070,41.31790,-44.49620,0,1.29000,0.13000,-0.14000,0,Mass,0.000000,,,0,,,,,1178,22,-23,0,0,<a refstr=ESPINOZA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.471.4374E/abstract target=ref>Espinoza et al. 2017</a>,G,5627.00,88.00,-88.00,0,1.05,0.11,-0.08,0,1.01,0.04,-0.04,0,0.180,0.062,-0.062,0,[Fe/H],4.40,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m47.85s,19.4493823,+06d52m07.85s,6.8688469,635.7220000,13.4300000,-13.4300000,13.7440000,0.0920000,-0.0920000,11.9490000,0.0210000,-0.0210000,13.5039000,0.0003120,-0.0003120,2018-10-24,2017-11,2017-07-27
K2-113 b,K2-113,b,Gaia DR2 2564787622577189760,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,5.81768500,0.00004100,-0.00004100,0,0.064200,0.000900,-0.000900,0,12.140,0.350,-0.350,0,1.083,0.031,-0.031,0,,,,,,,,,,,,,,,,,,1098,23,-23,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5660.00,87.00,-87.00,0,1.24,0.03,-0.03,0,1.04,0.04,-0.04,0,0.270,0.060,-0.060,0,[Fe/H],4.27,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h17m47.85s,19.4493823,+06d52m07.85s,6.8688469,635.7220000,13.4300000,-13.4300000,13.7440000,0.0920000,-0.0920000,11.9490000,0.0210000,-0.0210000,13.5039000,0.0003120,-0.0003120,2018-10-24,2018-12,2018-10-26
K2-114 b,K2-114,b,Gaia DR2 602494855483616256,0,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=SHPORER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..188S/abstract target=ref>Shporer et al. 2017</a>,11.39109000,0.00018000,-0.00017000,0,0.093090,0.000660,-0.000590,0,10.559,0.359,-0.224,0,0.942,0.032,-0.020,0,587.98550,73.10090,-69.92260,0,1.85000,0.23000,-0.22000,0,Mass,0.000000,,,0,,,,,719,15,-11,0,0,<a refstr=SHPORER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..188S/abstract target=ref>Shporer et al. 2017</a>,,5027.00,62.00,-57.00,0,0.83,0.03,-0.02,0,0.83,0.02,-0.02,0,0.410,0.037,-0.035,0,[Fe/H],4.48,0.04,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m31.90s,127.8829120,+11d55m20.12s,11.9222550,475.7580000,8.2520000,-7.9800000,14.5500000,0.2170000,-0.2170000,12.3040000,0.0290000,-0.0290000,14.2751000,0.0003010,-0.0003010,2018-10-24,2017-11,2017-09-15
K2-114 b,K2-114,b,Gaia DR2 602494855483616256,0,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,11.39101300,0.00022400,-0.00022500,0,0.095400,0.001100,-0.001100,0,10.670,0.360,-0.360,0,0.952,0.032,-0.032,0,,,,,,,,,,,,,,,,,,661,12,-12,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5044.00,68.00,-68.00,0,0.84,0.02,-0.02,0,0.89,0.03,-0.03,0,0.390,0.050,-0.050,0,[Fe/H],4.54,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m31.90s,127.8829120,+11d55m20.12s,11.9222550,475.7580000,8.2520000,-7.9800000,14.5500000,0.2170000,-0.2170000,12.3040000,0.0290000,-0.0290000,14.2751000,0.0003010,-0.0003010,2018-10-24,2018-12,2018-10-26
K2-114 b,K2-114,b,Gaia DR2 602494855483616256,0,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,11.39093440,0.00000390,-0.00000390,0,0.098300,0.003700,-0.004400,0,10.880,0.290,-0.280,0,0.971,0.026,-0.025,0,,,,,,,,,,,,,,,,,,722,7,-13,0,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5039.00,52.00,-55.00,0,0.87,0.02,-0.02,0,0.89,0.03,-0.02,0,0.380,0.040,-0.040,0,[Fe/H],4.51,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h31m31.90s,127.8829120,+11d55m20.12s,11.9222550,475.7580000,8.2520000,-7.9800000,14.5500000,0.2170000,-0.2170000,12.3040000,0.0290000,-0.0290000,14.2751000,0.0003010,-0.0003010,2021-09-20,2022-01,2021-09-20
